sighting_id,datetime,city,state,shape,duration_text,duration_seconds,description,date_posted
574,2008-10-22 03:16,Detroit,MI,circle,all night,18444,I was outside at sunset when There was a large circle object in the northern sky. It was glowing white. Traveled from horizon to horizon in seconds. Made a low humming sound.,2008-11-24
575,2017-06-18 21:27,Duluth,MN,flash,30 secs,63,Stargazing at 10:00 PM A bright flash appeared suddenly in the sky. It was orange. It zigzagged across the sky before disappearing.,2017-08-01
576,2007-01-10 19:45,Burlington,VT,SPHERE,20 min,1066,While driving at 10:00 PM What looked like a sphere was seen in the western sky. It was blue. Flew in a circular pattern. There was a faint buzzing noise. Several neighbors also saw it.,2007-02-17
577,2020-07-04 16:07,Minneapolis,MN,Light,30+ minutes,119,Shortly before 11:45 PM There was a large light object in the northern sky. It was pulsating red. Traveled from horizon to horizon in seconds.,2020-07-26
578,2003-12-19 00:31,Dayton,OH,circle,several minutes,887,While driving at 9:15 PM I spotted a glowing circle shape moving across the sky. It was blue-green. Moved at a very high altitude.,2004-02-09
579,2014-11-05 08:10,San Diego,CA,disk,several minutes,1008,Around 11:45 PM My attention was drawn to a disk-shaped light. It was silver. The object moved in a straight line then suddenly changed direction.,2014-12-23
580,2000-02-22 14:33,San Diego,CA,triangle,around 10 minutes,1009,While driving at midnight We saw what appeared to be a triangle in the sky. It was silver. It zigzagged across the sky before disappearing.,2000-04-24
581,2014-08-08 20:26,Bangor,ME,cylinder,instant,414,At approximately midnight Multiple cylinder shaped objects appeared. Remained stationary then vanished. Electronics malfunctioned nearby.,2014-10-26
582,2022-06-28 21:10,Albany,NY,triangle,30 secs,72,Around 11:00 PM Saw a very bright triangle-shaped object. Remained stationary then vanished. It left a trail behind it.,2022-09-05
583,2016-11-16 19:24,Bowling Green,KY,sphere,1-2 minutes,991,At exactly 10:00 PM A single sphere object was visible for several minutes. It was yellowish. It zigzagged across the sky before disappearing. My whole family witnessed this.,2016-12-28
584,2021-06-10 11:21,Vancouver,WA,triangle,90min,1672,Stargazing at 3:00 AM There was a large triangle object in the northern sky. Remained stationary then vanished.,2021-07-18
585,2016-10-27 16:56,Boulder,CO,circle,maybe 45 seconds,19,Shortly before predawn We saw what appeared to be a circle in the sky. It was multi-colored. Flew in a circular pattern.,2017-01-06
586,2015-08-07 14:27,Columbia,MO,sphere,5 minutes,281,At exactly 9:15 PM I noticed a bright sphere-shaped object in the sky. It split into two separate lights.,2015-11-03
587,2012-07-05 19:00,Fort Worth,TX,Other,90-95 minutes,1161,At exactly 1:00 AM A other-shaped object was hovering above us. It was glowing white. Drifted slowly westward.,2012-07-08
588,2022-09-09 21:07,Oakland,CA,Light,~10 min,249,At approximately 1:00 AM Multiple light shaped objects appeared. It was glowing white. Flew in a circular pattern. Clear sky conditions.,2022-09-29
589,2018-08-13 00:48,Yonkers,NY,fireball,several seconds,65,We were sitting outside around 9 PM when There was a strange fireball hovering over the treeline. It was green. Remained stationary then vanished.,2018-10-04
590,2006-06-08 21:57,St. Petersburg,FL,flash,maybe 45 seconds,58,On my way home at 8:00 PM Observed a flash shaped craft silently moving. It was yellowish. Flew in a circular pattern.,2006-07-11
591,2010-11-09 18:10,St. Petersburg,FL,disk,about 30 seconds,7,Stargazing at 1:00 AM We saw what appeared to be a disk in the sky. It moved from north to south very slowly.,2010-12-12
592,2012-11-09 22:11,Tampa,FL,LIGHT,90s,596, Walking the dog at 11:45 PM I spotted a glowing light shape moving across the sky. It was multi-colored. It moved from north to south very slowly.,2012-11-22
593,2008-07-25 18:48,Cleveland,OH,Light,20 seconds,99,Shortly before around 10 There was a strange light hovering over the treeline. It was silver. The object moved in a straight line then suddenly changed direction. Checked FlightRadar - no aircraft in the area.,2008-10-11
594,2020-05-08 18:45,Dallas,TX,Light,a couple minutes,618,While driving at around 10 Saw a very bright light-shaped object. It was bright orange. Flew in a circular pattern. It left a trail behind it.,2020-07-25
595,2015-06-09 19:26,Arlington,TX,Fireball,1-2 minutes,266,We were sitting outside around 10 PM when Observed a fireball shaped craft silently moving. It was yellowish. It hovered silently for a while then moved away quickly. Reported to MUFON as well.  ,2015-06-28
596,2012-10-05 20:19,Savannah,GA,light,30 seconds to 1 minute,1489,While driving at sunset Noticed a light moving erratically across the sky. It was red. Moved at a very high altitude.,2012-11-22
597,2000-06-21 22:04,Evansville,IN,Oval,10-15 minutes,708,Just after 3:00 AM Noticed a oval moving erratically across the sky. It was bright white. Moved slowly at first then accelerated at incredible speed.,2000-09-10
598,2014-07-04 16:39,Flint,MI,triangle,not sure,509,I was outside at around 10 when I noticed a bright triangle-shaped object in the sky. It zigzagged across the sky before disappearing.,2014-09-24
599,2008-11-03 20:17,Atlanta,GA,LIGHT,10 mins,1195,Just after 10 PM Saw a very bright light-shaped object. Hovered in place for several minutes without making any sound.,2008-11-24
600,2020-07-03 12:58,Bethesda,MD,FIREBALL,5-10 seconds,109,While driving at 2:30 AM My attention was drawn to a fireball-shaped light. It was pure white. Drifted slowly westward. I have seen satellites and this was NOT a satellite. I know what I saw.,2020-08-08
601,2019-04-27 00:30,Albany,NY,triangle,approximately 90 seconds,103,While camping at 2:30 AM We saw what appeared to be a triangle in the sky. Made a sharp 90-degree turn which no aircraft could do.,2019-07-26
602,2014-09-14 19:19,San Diego,CA,sphere,several seconds,52,While camping at 10 PM A sphere-shaped object was hovering above us. It was bright white. Drifted slowly westward. Called the local police.,2014-11-04
603,2015-11-10 13:51,Dallas,TX,sphere,around 3 seconds,102, On my way home at 8:00 PM A sphere-shaped object was hovering above us. It was amber. It zigzagged across the sky before disappearing. This was NOT a plane or helicopter. There was a faint buzzing noise.,2015-12-27
604,2017-09-22 19:02,San Antonio,TX,TRIANGLE,not sure,10,While camping at midnight Saw a very bright triangle-shaped object. It was multi-colored. Traveled from horizon to horizon in seconds.,2017-12-10
605,2008-08-09 10:49,Charleston,SC,Fireball,a few hours,13185,While driving at 11 PM Witnessed a fireball-like object at high altitude. Moved erratically with sudden stops and starts. It left a trail behind it.,2008-11-03
606,2009-03-05 01:03,Nashville,TN,Light,  3 seconds,99,At exactly dusk My attention was drawn to a light-shaped light. It was amber. Moved at a very high altitude. Called the local police.,2009-04-13
607,2022-07-02 16:25,Miami,FL,light,a couple minutes,979,Walking the dog at 9 PM Saw a very bright light-shaped object. Drifted slowly westward. Checked FlightRadar - no aircraft in the area.,2022-09-13
608,2020-11-06 23:26,Fresno,CA,Light,1-2 minutes,444,On my way home at 11:45 PM Observed a light shaped craft silently moving. It was bright white. Remained stationary then vanished. It was much too large to be a drone. The object had lights around its edge.,2020-12-02
609,2006-08-24 21:17,Bellevue,WA,cross,instant,570,Shortly before late evening Saw a very bright cross-shaped object. It was blue. Drifted slowly westward.,2006-10-17
610,2022-08-08 22:53,Chattanooga,TN,triangle,90-95 minutes,838,Shortly before 8:00 PM What looked like a triangle was seen in the western sky. It was green. Dropped rapidly then stopped mid-air.,2022-09-13
611,2014-12-01 19:46,Henderson,NV,unknown,not sure,128,While camping at 1:00 AM Noticed a unknown moving erratically across the sky. Drifted slowly westward.,2015-02-22
612,2007-02-24 21:10,Aurora,CO,Circle,approx. 20 min,1596,Returning from work at 3:00 AM I spotted a glowing circle shape moving across the sky.  It zigzagged across the sky before disappearing.,2007-03-27
613,2001-10-09 23:07,New Haven,CT,light,5-10 seconds,62,Walking the dog at predawn I spotted a glowing light shape moving across the sky. Remained stationary then vanished.,2001-10-12
614,2021-12-25 05:04,San Antonio,TX,light,10-15 minutes,726,While camping at 9 PM Saw a very bright light-shaped object. Moved slowly at first then accelerated at incredible speed. It left a trail behind it. Clear sky conditions.,2022-03-25
615,2001-04-22 22:49,Arlington,VA,Circle,about 2 seconds,25,At approximately early morning Witnessed a circle-like object at high altitude. It was pulsating red. Remained stationary then vanished. It was much too large to be a drone. No trail or exhaust visible.  ,2001-05-10
616,2020-08-04 20:30,Alexandria,VA,other,about 20 seconds,40,I looked up at 10 PM and I spotted a glowing other shape moving across the sky. It was orange. The object moved in a straight line then suddenly changed direction. Checked FlightRadar - no aircraft in the area.,2020-09-26
617,2023-06-16 15:19,Atlanta,GA,changing,60 mins,772,Around 10:30 PM I spotted a glowing changing shape moving across the sky. Drifted slowly westward.,2023-07-22
618,2009-10-30 22:51,Greenville,SC,flash,15 min,856,Stargazing at 9:15 PM I spotted a glowing flash shape moving across the sky. Moved at a very high altitude.,2010-01-14
619,1995-01-26 16:34,Dallas,TX,sphere,20s,199,Walking the dog at early morning A single sphere object was visible for several minutes. It hovered silently for a while then moved away quickly. Clear sky conditions.,1995-04-24
620,2014-01-17 22:36,Reno,NV,fireball,3-5 minutes,1719,I looked up at 3:00 AM and Witnessed a fireball-like object at high altitude. It was glowing white. Moved at a very high altitude. I was completely sober. My whole family witnessed this.,2014-04-10
621,2016-07-03 17:12,Shreveport,LA,light,10 minutes,1486,At approximately 1:00 AM There was a large light object in the northern sky.  It zigzagged across the sky before disappearing.  It left a trail behind it.  Checked FlightRadar - no aircraft in the area.,2016-07-30
622,2018-01-04 16:28,El Paso,TX,disk,split second,57,Walking the dog at midnight There was a strange disk hovering over the treeline. The object appeared to descend then rose back up. This was unlike any drone.,2018-03-08
623,2022-04-14 18:03,Salt Lake City,UT,Unknown,15 minutes,610,Shortly before 11:45 PM Observed a unknown shaped craft silently moving. Traveled from horizon to horizon in seconds. My dog started barking.,2022-05-20
624,2020-05-16 13:57,Arlington,TX,Light,2 to 3 minutes,254,Shortly before sunset What looked like a light was seen in the western sky. It was orange. It split into two separate lights. I know what I saw. I have 20/20 vision.  ,2020-06-16
625,2021-04-22 22:54,St. Louis,MO,Disk,20 secs,73,At exactly 8:00 PM A bright disk appeared suddenly in the sky. It was orange. Moved erratically with sudden stops and starts. Temperature seemed to drop. Several neighbors also saw it.,2021-07-09
626,2015-06-20 11:15,Naperville,IL,triangle,30 seconds to 1 minute,1181,At approximately 10:00 PM We saw what appeared to be a triangle in the sky. It was red. Made a sharp 90-degree turn which no aircraft could do. Made a low humming sound.,2015-09-16
627,2023-09-08 21:13,Columbus,OH,triangle,over 90 hours,5225,Around dusk Noticed a triangle moving erratically across the sky. It was orange. It zigzagged across the sky before disappearing.,2023-10-14
628,2014-09-01 22:31,Billings,MT,Oval,less than a minute,1208,Shortly before 8:00 PM Observed a oval shaped craft silently moving. Remained stationary then vanished.  ,2014-09-04
629,2017-10-08 21:46,Orlando,FL,Light,ongoing,8231,Around midnight Witnessed a light-like object at high altitude. Moved erratically with sudden stops and starts. Temperature seemed to drop. This was NOT a plane or helicopter.,2017-10-30
630,2010-09-29 17:05,Louisville,KY,light,all night,30586,I looked up at late evening and Noticed a light moving erratically across the sky. Drifted slowly westward. I am a pilot and have never seen anything like this.,2010-11-26
